image_id,image_filename,true_label,generator_model,art_style,subfolder,original_filename
img_000052,img_000052.jpg,human,human,general_art,general_art,0_064743.png
img_000053,img_000053.jpg,human,human,ukiyo_e,classical_art,0_048699.png
img_000054,img_000054.jpg,human,human,impressionism,classical_art,0_053772.png
img_000055,img_000055.jpg,human,human,illustrations,illustrations,0_066101.png
img_000056,img_000056.jpg,human,human,general_art,general_art,0_063335.png
img_000057,img_000057.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181807.png
img_000058,img_000058.jpg,human,human,expressionism,classical_art,0_010702.png
img_000059,img_000059.jpg,human,human,illustrations,illustrations,0_067837.png
img_000060,img_000060.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_142696.png
img_000061,img_000061.jpg,human,human,illustrations,illustrations,0_066112.png
img_000062,img_000062.jpg,human,human,illustrations,illustrations,0_066307.png
img_000063,img_000063.jpg,ai,midjourney,Midjourney_art,midjourney,1_164807.png
img_000064,img_000064.jpg,ai,original_ldm,impressionism,original_ldm,1_018685.png
img_000065,img_000065.jpg,ai,dalle,DALL-E_art,dalle,1_134590.png
img_000066,img_000066.jpg,human,human,illustrations,illustrations,0_067545.png
img_000067,img_000067.jpg,human,human,surrealism,classical_art,0_043437.png
img_000068,img_000068.jpg,human,human,romanticism,classical_art,0_038562.png
img_000069,img_000069.jpg,ai,midjourney,Midjourney_art,midjourney,1_156047.png
img_000070,img_000070.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_152325.png
img_000071,img_000071.jpg,human,human,illustrations,illustrations,0_065394.png
img_000072,img_000072.jpg,human,human,surrealism,classical_art,0_041274.png
img_000073,img_000073.jpg,human,human,expressionism,classical_art,0_010646.png
img_000074,img_000074.jpg,human,human,surrealism,classical_art,0_040793.png
img_000075,img_000075.jpg,ai,stable_diffusion,post_impressionism,stable_diffusion,1_075955.png
img_000076,img_000076.jpg,human,human,renaissance,classical_art,0_032212.png
img_000077,img_000077.jpg,human,human,surrealism,classical_art,0_042788.png
img_000078,img_000078.jpg,human,human,baroque,classical_art,0_006742.png
img_000079,img_000079.jpg,human,human,illustrations,illustrations,0_066380.png
img_000080,img_000080.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_169558.png
img_000081,img_000081.jpg,human,human,illustrations,illustrations,0_066704.png
img_000082,img_000082.jpg,human,human,romanticism,classical_art,0_057585.png
img_000083,img_000083.jpg,human,human,post_impressionism,classical_art,0_023982.png
img_000084,img_000084.jpg,human,human,art_nouveau,classical_art,0_003510.png
img_000085,img_000085.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_147620.png
img_000086,img_000086.jpg,ai,midjourney,Midjourney_art,midjourney,1_167105.png
img_000087,img_000087.jpg,human,human,surrealism,classical_art,0_044828.png
img_000088,img_000088.jpg,ai,dalle,DALL-E_art,dalle,1_134668.png
img_000089,img_000089.jpg,ai,dalle,DALL-E_pixiv,dalle,1_138058.png
img_000090,img_000090.jpg,human,human,post_impressionism,classical_art,0_023894.png
img_000091,img_000091.jpg,ai,original_ldm,expressionism,original_ldm,1_013368.png
img_000092,img_000092.jpg,human,human,surrealism,classical_art,0_042818.png
img_000093,img_000093.jpg,human,human,illustrations,illustrations,0_066372.png
img_000094,img_000094.jpg,human,human,general_art,general_art,0_063826.png
img_000095,img_000095.jpg,human,human,illustrations,illustrations,0_066687.png
img_000096,img_000096.jpg,ai,starryai,StarryAI_art,starryai,1_178450.png
img_000097,img_000097.jpg,ai,original_ldm,realism,original_ldm,1_026759.png
img_000098,img_000098.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_162342.png
img_000099,img_000099.jpg,ai,starryai,StarryAI_pixiv,starryai,1_182497.png
img_000100,img_000100.jpg,human,human,post_impressionism,classical_art,0_020567.png
img_000101,img_000101.jpg,ai,stable_diffusion,post_impressionism,stable_diffusion,1_075253.png
img_000102,img_000102.jpg,ai,dalle,DALL-E_art,dalle,1_137456.png
img_000103,img_000103.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_169050.png
img_000104,img_000104.jpg,human,human,general_art,general_art,0_063676.png
img_000105,img_000105.jpg,human,human,ukiyo_e,classical_art,0_045525.png
img_000106,img_000106.jpg,human,human,illustrations,illustrations,0_066677.png
img_000107,img_000107.jpg,ai,starryai,StarryAI_art,starryai,1_170292.png
img_000108,img_000108.jpg,human,human,baroque,classical_art,0_051882.png
img_000109,img_000109.jpg,human,human,surrealism,classical_art,0_058720.png
img_000110,img_000110.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_153762.png
img_000111,img_000111.jpg,ai,stable_diffusion,art_nouveau,stable_diffusion,1_052456.png
img_000112,img_000112.jpg,ai,starryai,StarryAI_art,starryai,1_171412.png
img_000113,img_000113.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_150192.png
img_000114,img_000114.jpg,human,human,illustrations,illustrations,0_067124.png
img_000115,img_000115.jpg,human,human,illustrations,illustrations,0_066583.png
img_000116,img_000116.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_144550.png
img_000117,img_000117.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_148999.png
img_000118,img_000118.jpg,human,human,renaissance,classical_art,0_034563.png
img_000119,img_000119.jpg,human,human,illustrations,illustrations,0_066876.png
img_000120,img_000120.jpg,ai,dalle,DALL-E_pixiv,dalle,1_131188.png
img_000121,img_000121.jpg,human,human,impressionism,classical_art,0_053067.png
img_000122,img_000122.jpg,ai,starryai,StarryAI_pixiv,starryai,1_182111.png
img_000123,img_000123.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_161838.png
img_000124,img_000124.jpg,ai,midjourney,Midjourney_art,midjourney,1_158133.png
img_000125,img_000125.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_151465.png
img_000126,img_000126.jpg,ai,original_ldm,romanticism,original_ldm,1_038479.png
img_000127,img_000127.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_153622.png
img_000128,img_000128.jpg,human,human,renaissance,classical_art,0_030585.png
img_000129,img_000129.jpg,human,human,ukiyo_e,classical_art,0_045581.png
img_000130,img_000130.jpg,ai,original_ldm,post_impressionism,original_ldm,1_109391.png
img_000131,img_000131.jpg,ai,stable_diffusion,impressionism,stable_diffusion,1_069436.png
img_000132,img_000132.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_146685.png
img_000133,img_000133.jpg,human,human,art_nouveau,classical_art,0_003127.png
img_000134,img_000134.jpg,human,human,illustrations,illustrations,0_065647.png
img_000135,img_000135.jpg,human,human,post_impressionism,classical_art,0_054652.png
img_000136,img_000136.jpg,human,human,art_nouveau,classical_art,0_004781.png
img_000137,img_000137.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_096791.png
img_000138,img_000138.jpg,human,human,illustrations,illustrations,0_066255.png
img_000139,img_000139.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_140815.png
img_000140,img_000140.jpg,human,human,post_impressionism,classical_art,0_024418.png
img_000141,img_000141.jpg,human,human,illustrations,illustrations,0_066599.png
img_000142,img_000142.jpg,human,human,post_impressionism,classical_art,0_024323.png
img_000143,img_000143.jpg,human,human,impressionism,classical_art,0_015646.png
img_000144,img_000144.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_169155.png
img_000145,img_000145.jpg,human,human,illustrations,illustrations,0_066267.png
img_000146,img_000146.jpg,human,human,general_art,general_art,0_062173.png
img_000147,img_000147.jpg,human,human,renaissance,classical_art,0_056243.png
img_000148,img_000148.jpg,human,human,general_art,general_art,0_063286.png
img_000149,img_000149.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_169100.png
img_000150,img_000150.jpg,human,human,romanticism,classical_art,0_035914.png
img_000151,img_000151.jpg,ai,starryai,StarryAI_art,starryai,1_171968.png
img_000152,img_000152.jpg,human,human,baroque,classical_art,0_009647.png
img_000153,img_000153.jpg,human,human,impressionism,classical_art,0_015376.png
img_000154,img_000154.jpg,ai,starryai,StarryAI_art,starryai,1_171986.png
img_000155,img_000155.jpg,ai,original_ldm,post_impressionism,original_ldm,1_023249.png
img_000156,img_000156.jpg,human,human,general_art,general_art,0_061784.png
img_000157,img_000157.jpg,human,human,illustrations,illustrations,0_066990.png
img_000158,img_000158.jpg,ai,starryai,StarryAI_art,starryai,1_173043.png
img_000159,img_000159.jpg,human,human,post_impressionism,classical_art,0_021031.png
img_000160,img_000160.jpg,human,human,ukiyo_e,classical_art,0_049538.png
img_000161,img_000161.jpg,human,human,illustrations,illustrations,0_066216.png
img_000162,img_000162.jpg,human,human,general_art,general_art,0_062903.png
img_000163,img_000163.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181525.png
img_000164,img_000164.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_147983.png
img_000165,img_000165.jpg,human,human,renaissance,classical_art,0_056202.png
img_000166,img_000166.jpg,human,human,ukiyo_e,classical_art,0_045582.png
img_000167,img_000167.jpg,human,human,general_art,general_art,0_064782.png
img_000168,img_000168.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145948.png
img_000169,img_000169.jpg,ai,original_ldm,impressionism,original_ldm,1_015174.png
img_000170,img_000170.jpg,human,human,illustrations,illustrations,0_067848.png
img_000171,img_000171.jpg,human,human,impressionism,classical_art,0_015654.png
img_000172,img_000172.jpg,human,human,illustrations,illustrations,0_067510.png
img_000173,img_000173.jpg,ai,midjourney,Midjourney_art,midjourney,1_158310.png
img_000174,img_000174.jpg,ai,stable_diffusion,romanticism,stable_diffusion,1_089185.png
img_000175,img_000175.jpg,human,human,illustrations,illustrations,0_066534.png
img_000176,img_000176.jpg,human,human,realism,classical_art,0_029140.png
img_000177,img_000177.jpg,human,human,illustrations,illustrations,0_066322.png
img_000178,img_000178.jpg,ai,starryai,StarryAI_art,starryai,1_170480.png
img_000179,img_000179.jpg,human,human,expressionism,classical_art,0_010475.png
img_000180,img_000180.jpg,ai,starryai,StarryAI_pixiv,starryai,1_175650.png
img_000181,img_000181.jpg,human,human,romanticism,classical_art,0_039101.png
img_000182,img_000182.jpg,human,human,illustrations,illustrations,0_067536.png
img_000183,img_000183.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_161041.png
img_000184,img_000184.jpg,human,human,illustrations,illustrations,0_065774.png
img_000185,img_000185.jpg,ai,starryai,StarryAI_art,starryai,1_175033.png
img_000186,img_000186.jpg,human,human,surrealism,classical_art,0_042279.png
img_000187,img_000187.jpg,human,human,romanticism,classical_art,0_037158.png
img_000188,img_000188.jpg,ai,midjourney,Midjourney_art,midjourney,1_157356.png
img_000189,img_000189.jpg,human,human,illustrations,illustrations,0_067473.png
img_000190,img_000190.jpg,human,human,renaissance,classical_art,0_033033.png
img_000191,img_000191.jpg,human,human,illustrations,illustrations,0_068022.png
img_000192,img_000192.jpg,human,human,general_art,general_art,0_060765.png
img_000193,img_000193.jpg,human,human,illustrations,illustrations,0_067441.png
img_000194,img_000194.jpg,ai,dalle,DALL-E_art,dalle,1_134116.png
img_000195,img_000195.jpg,human,human,surrealism,classical_art,0_043463.png
img_000196,img_000196.jpg,human,human,illustrations,illustrations,0_066465.png
img_000197,img_000197.jpg,human,human,impressionism,classical_art,0_016908.png
img_000198,img_000198.jpg,ai,dalle,DALL-E_pixiv,dalle,1_131883.png
img_000199,img_000199.jpg,human,human,illustrations,illustrations,0_067716.png
img_000200,img_000200.jpg,ai,dalle,DALL-E_art,dalle,1_134412.png
img_000201,img_000201.jpg,human,human,illustrations,illustrations,0_065409.png
img_000202,img_000202.jpg,human,human,illustrations,illustrations,0_066871.png
img_000203,img_000203.jpg,human,human,general_art,general_art,0_064442.png
img_000204,img_000204.jpg,ai,original_ldm,surrealism,original_ldm,1_042175.png
img_000205,img_000205.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_141866.png
img_000206,img_000206.jpg,human,human,expressionism,classical_art,0_014648.png
img_000207,img_000207.jpg,human,human,realism,classical_art,0_026906.png
img_000208,img_000208.jpg,ai,starryai,StarryAI_art,starryai,1_174536.png
img_000209,img_000209.jpg,human,human,post_impressionism,classical_art,0_054996.png
img_000210,img_000210.jpg,human,human,illustrations,illustrations,0_066030.png
img_000211,img_000211.jpg,human,human,general_art,general_art,0_061560.png
img_000212,img_000212.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181344.png
img_000213,img_000213.jpg,ai,original_ldm,realism,original_ldm,1_110455.png
img_000214,img_000214.jpg,human,human,illustrations,illustrations,0_065616.png
img_000215,img_000215.jpg,ai,stable_diffusion,ukiyo-e,stable_diffusion,1_101552.png
img_000216,img_000216.jpg,human,human,illustrations,illustrations,0_066099.png
img_000217,img_000217.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_144254.png
img_000218,img_000218.jpg,human,human,general_art,general_art,0_061927.png
img_000219,img_000219.jpg,human,human,illustrations,illustrations,0_067982.png
img_000220,img_000220.jpg,ai,dalle,DALL-E_art,dalle,1_125743.png
img_000221,img_000221.jpg,ai,dalle,DALL-E_art,dalle,1_130083.png
img_000222,img_000222.jpg,human,human,realism,classical_art,0_029468.png
img_000223,img_000223.jpg,ai,stable_diffusion,post_impressionism,stable_diffusion,1_076059.png
img_000224,img_000224.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_149768.png
img_000225,img_000225.jpg,human,human,impressionism,classical_art,0_017963.png
img_000226,img_000226.jpg,human,human,general_art,general_art,0_061523.png
img_000227,img_000227.jpg,ai,starryai,StarryAI_art,starryai,1_173996.png
img_000228,img_000228.jpg,ai,dalle,DALL-E_art,dalle,1_137026.png
img_000229,img_000229.jpg,ai,dalle,DALL-E_pixiv,dalle,1_139762.png
img_000230,img_000230.jpg,human,human,general_art,general_art,0_063470.png
img_000231,img_000231.jpg,human,human,illustrations,illustrations,0_065899.png
img_000232,img_000232.jpg,human,human,illustrations,illustrations,0_067464.png
img_000233,img_000233.jpg,human,human,impressionism,classical_art,0_015828.png
img_000234,img_000234.jpg,ai,midjourney,Midjourney_art,midjourney,1_162952.png
img_000235,img_000235.jpg,human,human,illustrations,illustrations,0_067942.png
img_000236,img_000236.jpg,ai,original_ldm,art_nouveau,original_ldm,1_004081.png
img_000237,img_000237.jpg,human,human,general_art,general_art,0_063435.png
img_000238,img_000238.jpg,human,human,illustrations,illustrations,0_066075.png
img_000239,img_000239.jpg,ai,midjourney,Midjourney_art,midjourney,1_167598.png
img_000240,img_000240.jpg,human,human,renaissance,classical_art,0_032006.png
img_000241,img_000241.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_149083.png
img_000242,img_000242.jpg,human,human,realism,classical_art,0_026629.png
img_000243,img_000243.jpg,ai,starryai,StarryAI_art,starryai,1_179789.png
img_000244,img_000244.jpg,ai,stable_diffusion,expressionism,stable_diffusion,1_066082.png
img_000245,img_000245.jpg,ai,midjourney,Midjourney_art,midjourney,1_165703.png
img_000246,img_000246.jpg,human,human,art_nouveau,classical_art,0_000899.png
img_000247,img_000247.jpg,human,human,illustrations,illustrations,0_067970.png
img_000248,img_000248.jpg,human,human,general_art,general_art,0_061504.png
img_000249,img_000249.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181324.png
img_000250,img_000250.jpg,ai,original_ldm,art_nouveau,original_ldm,1_000387.png
img_000251,img_000251.jpg,human,human,general_art,general_art,0_060481.png
img_000252,img_000252.jpg,human,human,post_impressionism,classical_art,0_024504.png
img_000253,img_000253.jpg,human,human,art_nouveau,classical_art,0_004043.png
img_000254,img_000254.jpg,ai,starryai,StarryAI_pixiv,starryai,1_180888.png
img_000255,img_000255.jpg,ai,dalle,DALL-E_art,dalle,1_128244.png
img_000256,img_000256.jpg,human,human,surrealism,classical_art,0_058746.png
img_000257,img_000257.jpg,human,human,art_nouveau,classical_art,0_001134.png
img_000258,img_000258.jpg,human,human,post_impressionism,classical_art,0_054841.png
img_000259,img_000259.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145351.png
img_000260,img_000260.jpg,ai,dalle,DALL-E_art,dalle,1_127796.png
img_000261,img_000261.jpg,human,human,general_art,general_art,0_060326.png
img_000262,img_000262.jpg,human,human,illustrations,illustrations,0_067309.png
img_000263,img_000263.jpg,ai,starryai,StarryAI_art,starryai,1_174242.png
img_000264,img_000264.jpg,ai,stable_diffusion,ukiyo-e,stable_diffusion,1_101594.png
img_000265,img_000265.jpg,ai,starryai,StarryAI_art,starryai,1_174579.png
img_000266,img_000266.jpg,ai,starryai,StarryAI_pixiv,starryai,1_180592.png
img_000267,img_000267.jpg,human,human,illustrations,illustrations,0_067836.png
img_000268,img_000268.jpg,ai,dalle,DALL-E_pixiv,dalle,1_138675.png
img_000269,img_000269.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_155576.png
img_000270,img_000270.jpg,ai,original_ldm,realism,original_ldm,1_026260.png
img_000271,img_000271.jpg,human,human,illustrations,illustrations,0_065676.png
img_000272,img_000272.jpg,human,human,general_art,general_art,0_064553.png
img_000273,img_000273.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_049526.png
img_000274,img_000274.jpg,ai,stable_diffusion,expressionism,stable_diffusion,1_064815.png
img_000275,img_000275.jpg,ai,midjourney,Midjourney_art,midjourney,1_167372.png
img_000276,img_000276.jpg,human,human,illustrations,illustrations,0_066478.png
img_000277,img_000277.jpg,human,human,illustrations,illustrations,0_067435.png
img_000278,img_000278.jpg,human,human,realism,classical_art,0_025205.png
img_000279,img_000279.jpg,human,human,art_nouveau,classical_art,0_000386.png
img_000280,img_000280.jpg,human,human,renaissance,classical_art,0_032989.png
img_000281,img_000281.jpg,ai,original_ldm,surrealism,original_ldm,1_044421.png
img_000282,img_000282.jpg,ai,midjourney,Midjourney_art,midjourney,1_158512.png
img_000283,img_000283.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176314.png
img_000284,img_000284.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_140325.png
img_000285,img_000285.jpg,ai,dalle,DALL-E_art,dalle,1_125022.png
img_000286,img_000286.jpg,human,human,romanticism,classical_art,0_057905.png
img_000287,img_000287.jpg,human,human,general_art,general_art,0_060415.png
img_000288,img_000288.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_095107.png
img_000289,img_000289.jpg,human,human,expressionism,classical_art,0_011962.png
img_000290,img_000290.jpg,human,human,general_art,general_art,0_061556.png
img_000291,img_000291.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_155588.png
img_000292,img_000292.jpg,human,human,illustrations,illustrations,0_067781.png
img_000293,img_000293.jpg,human,human,illustrations,illustrations,0_066999.png
img_000294,img_000294.jpg,ai,midjourney,Midjourney_art,midjourney,1_156756.png
img_000295,img_000295.jpg,human,human,illustrations,illustrations,0_067116.png
img_000296,img_000296.jpg,ai,dalle,DALL-E_pixiv,dalle,1_131703.png
img_000297,img_000297.jpg,ai,stable_diffusion,baroque,stable_diffusion,1_059831.png
img_000298,img_000298.jpg,ai,stable_diffusion,impressionism,stable_diffusion,1_071059.png
img_000299,img_000299.jpg,ai,dalle,DALL-E_art,dalle,1_137608.png
img_000300,img_000300.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_169204.png
img_000301,img_000301.jpg,ai,original_ldm,baroque,original_ldm,1_009015.png
img_000302,img_000302.jpg,human,human,surrealism,classical_art,0_043113.png
img_000303,img_000303.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181881.png
img_000304,img_000304.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_086153.png
img_000305,img_000305.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_141367.png
img_000306,img_000306.jpg,human,human,renaissance,classical_art,0_034991.png
img_000307,img_000307.jpg,human,human,illustrations,illustrations,0_066925.png
img_000308,img_000308.jpg,human,human,general_art,general_art,0_062047.png
img_000309,img_000309.jpg,ai,midjourney,Midjourney_art,midjourney,1_162783.png
img_000310,img_000310.jpg,human,human,art_nouveau,classical_art,0_050141.png
img_000311,img_000311.jpg,ai,original_ldm,post_impressionism,original_ldm,1_021559.png
img_000312,img_000312.jpg,ai,dalle,DALL-E_art,dalle,1_129716.png
img_000313,img_000313.jpg,human,human,romanticism,classical_art,0_036464.png
img_000314,img_000314.jpg,human,human,general_art,general_art,0_064745.png
img_000315,img_000315.jpg,ai,dalle,DALL-E_art,dalle,1_126405.png
img_000316,img_000316.jpg,ai,dalle,DALL-E_art,dalle,1_135832.png
img_000317,img_000317.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_141333.png
img_000318,img_000318.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_147141.png
img_000319,img_000319.jpg,human,human,expressionism,classical_art,0_010160.png
img_000320,img_000320.jpg,human,human,general_art,general_art,0_060480.png
img_000321,img_000321.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_168191.png
img_000322,img_000322.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_149650.png
img_000323,img_000323.jpg,human,human,art_nouveau,classical_art,0_001797.png
img_000324,img_000324.jpg,ai,original_ldm,surrealism,original_ldm,1_042966.png
img_000325,img_000325.jpg,human,human,illustrations,illustrations,0_065538.png
img_000326,img_000326.jpg,ai,starryai,StarryAI_pixiv,starryai,1_182181.png
img_000327,img_000327.jpg,ai,stable_diffusion,art_nouveau,stable_diffusion,1_056865.png
img_000328,img_000328.jpg,human,human,general_art,general_art,0_061269.png
img_000329,img_000329.jpg,human,human,illustrations,illustrations,0_067018.png
img_000330,img_000330.jpg,human,human,ukiyo_e,classical_art,0_059170.png
img_000331,img_000331.jpg,ai,original_ldm,realism,original_ldm,1_026109.png
img_000332,img_000332.jpg,human,human,illustrations,illustrations,0_065334.png
img_000333,img_000333.jpg,ai,starryai,StarryAI_art,starryai,1_173964.png
img_000334,img_000334.jpg,ai,midjourney,Midjourney_art,midjourney,1_167379.png
img_000335,img_000335.jpg,human,human,illustrations,illustrations,0_066331.png
img_000336,img_000336.jpg,human,human,general_art,general_art,0_064429.png
img_000337,img_000337.jpg,ai,stable_diffusion,expressionism,stable_diffusion,1_066139.png
img_000338,img_000338.jpg,human,human,art_nouveau,classical_art,0_003272.png
img_000339,img_000339.jpg,ai,dalle,DALL-E_pixiv,dalle,1_138020.png
img_000340,img_000340.jpg,human,human,post_impressionism,classical_art,0_023060.png
img_000341,img_000341.jpg,ai,stable_diffusion,realism,stable_diffusion,1_121007.png
img_000342,img_000342.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_148361.png
img_000343,img_000343.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_151868.png
img_000344,img_000344.jpg,ai,original_ldm,impressionism,original_ldm,1_017953.png
img_000345,img_000345.jpg,human,human,realism,classical_art,0_055324.png
img_000346,img_000346.jpg,human,human,illustrations,illustrations,0_067048.png
img_000347,img_000347.jpg,human,human,illustrations,illustrations,0_065903.png
img_000348,img_000348.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_144125.png
img_000349,img_000349.jpg,ai,dalle,DALL-E_pixiv,dalle,1_132148.png
img_000350,img_000350.jpg,human,human,post_impressionism,classical_art,0_023467.png
img_000351,img_000351.jpg,ai,original_ldm,surrealism,original_ldm,1_041380.png
img_000352,img_000352.jpg,human,human,romanticism,classical_art,0_057916.png
img_000353,img_000353.jpg,human,human,ukiyo_e,classical_art,0_046876.png
img_000354,img_000354.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181317.png
img_000355,img_000355.jpg,human,human,illustrations,illustrations,0_065682.png
img_000356,img_000356.jpg,ai,dalle,DALL-E_art,dalle,1_127867.png
img_000357,img_000357.jpg,human,human,illustrations,illustrations,0_065890.png
img_000358,img_000358.jpg,ai,midjourney,Midjourney_art,midjourney,1_159825.png
